N,OriginalReviews,PreprocessedReviews,Restaurant,ID,total_length,weight,total_percentage,label,RestaurantType
1138,    افضل مطعم من افضل الاماكن والمطاعم بالبحرين الي ازورها فعلاً اجد اية ملاحظات سواً الاستقبال الخدمه الراقية وخصوصا السيد وسام      ,    افضل طعم م فضل اما طعم بحر الي ازر فعل اجد اية لحظ سوا قبل خدم رقي خصص سيد م      ,Zaitouni-زيتوني,104,20,6,0.3,Positive,شرقي
1139,    متاز مطعم رائع وميز بكل محتوياته وخصوصا الماكولات الشهية الميزة واخص بالذكر المشويات اتمنى لذا المكان الرائع دوام التقدم والتميز اشكر القائمين وخصوصا مديره الرائع تعامله وكل العاملين وخصوصا وسام تعامله الميز      ,    متاز مطعم رئع ومز بكل محتوياته خصص اكل شهة يزة وخص ذكر شوي اتمنى لذا كان رئع دوم قدم تمز شكر قئم خصص دير رئع عمل وكل عمل خصص وسم عمل يز      ,Zaitouni-زيتوني,104,32,25,0.78125,Positive,شرقي
1140,    مطعم رائع واكابر خدمة اكل منوع رائع طيب جدامع الشكر الجزيل لمستر وسام الخدوم جداوسهرات متميزة  واسعاره مناسبة      ,    مطعم رئع كبر خدم اكل نوع رئع طيب جدامع شكر جزل ستر وسم خدم جداوسهر تمز  سعر مناسبة      ,Zaitouni-زيتوني,104,18,21,1.16666666666667,Positive,شرقي
1141,    أفضل مذاق مطعم راقي وميز رائع بكل شئ الطعام ميز ولذيذ شكرا لشيف المبدع بالإضافة لحسن التعامل الراقي العاملين جميعا تقضي أمتع واجمل الأوقات لاتنساها وسط جو عائلي ميز  شكرا وسام لحسن التعامل      ,    أفضل ذاق مطعم رقي ومز رئع بكل شئ طعم ميز لذذ شكر لشف بدع ضفة لحس عمل رقي عمل جمع تقض متع جمل اوق تنس وسط جو عئل ميز  شكر وسم لحس عامل      ,Zaitouni-زيتوني,104,33,35,1.06060606060606,Positive,شرقي
1142,    مطعم اجمل الرائع تشرف بزياره المطعم والخدمه المتازه الاخ سمير والطاقم العامل نجاح المطعم الجو مره روعه لعوائل ومكان محترم واسعاره جداً كويسه      ,    مطعم جمل رئع تشرف زير طعم خدم تزه الخ سمر طقم عمل نجح طعم لجو مره روع عئل ومك حرم سعر جدا كويسه      ,Zaitouni-زيتوني,104,23,15,0.652173913043478,Positive,شرقي
1143,    مطعم رائع زرته متاز والاكل لذيذ ويمتاز الطاقم باأخﻻقهم الرائعة وكذلك فخامة المكان وروعته جو مفعم بالحيوية      ,    مطعم رئع زر تاز اكل لذذ ماز طقم أخﻻق رئع كذل فخم كان ورع جو فعم حيوية      ,Zaitouni-زيتوني,104,17,16,0.941176470588235,Positive,شرقي
1144,    اروع طعام الياباني البحرين مطعم ماكي منذ فترة ازر المطعم سفراتي خارج البحرين  المرة طلبت النادل اختيار الأطباق ذوقه وأردت اجرب شيء جديد  والنادل قصر واحضر ولضيوفي أطباق جديدة لذيذة  المفاجأة الكبرى وجود أطباق الكنوة الصحية غاية الإتقان والروعة  انصح يحب الأكل الصحي والذيذ يجرب الأطباق الشهية  الحلو فجربنا الحلو الجديد العجيب والي اسمه دوسان  بصراحة مذاقه الوصف  رحت ماكي وانت البحرين، يعني كانك شفت مطاعم البحرين        ,    رع طعم يبا بحر طعم اكي منذ فتر ازر طعم سفر خرج بحر  مرة طلب ندل خير طبق ذوق أرد جرب شيء جدد  ندل قصر حضر ضيف طبق جدد لذذ  فجأ كبرى وجد طبق كنة صحة غية اتق روع  نصح يحب اكل صحي ذيذ جرب طبق شهة  حلو جرب حلو جدد عجب ولي اسم دوس  صرح ذقه وصف  رحت اكي ونت حرين، يعن كنك شفت طعم بحر        ,Zaitouni-زيتوني,104,67,4,0.0597014925373134,Positive,شرقي
1145,     مطعم زحلة البحرين افخم المطاعم الشرقية وافخرها يقدمون اطيب الماكولات تحلو السهرات الجو متع الموسيقى الشرقية والعازف الة الاورغ يضفي السهرة جو المرح والفرح مطعم ميز بحيث اني زرت المنامة اقضي السهرات      ,     مطعم زحل بحر فخم طعم شرق فخر قدم اطب اكل حلو سهر لجو متع موسيقى شرق عزف الة ورغ يضف سهر جو مرح فرح طعم ميز بحث اني زرت نام اقض هرات      ,Zaitouni-زيتوني,104,32,4,0.125,Positive,شرقي
1146,    جميل ولكن، مع الاحترام والتقدير لتقيم رواد المطعم الكرام، ملاحظات    المطعم تقيم تريب أدفايزر الأفضل مستوى المنامة شك اجحاف كبير حق مطاعم أخرى    ربما أفضل مطعم ياباني البحرين لكني أرا مستوى الأكل عنده عادي يستحق المبالغات    جربت عنده الكالفورنيا ماكي وطبق آخر وأكاد أجزم الأفضل الطبقين الأقل    طلبت حلى، يحضرني اسمه يجي كرات ايسكريم تحتها باستريز جداً عادي    التصوير المنيو جداً احترافي لدرجة انك تشوف الطبق الواقع يجيك احباط    وجدت مبر عقلي النادلات لابسات نص الفخذ، ليش ليش   أقترح انهم يلغون البار الي يرحلونه السطح اهم شي الي رايح يعبي الطاسة يمر المطعم قدام عوايل محترمة  تحياتي جميعاً،      ,    جميل كن، مع حرم قدر تقم رود طعم كرم، لحظ    طعم تقم ترب دفايزر فضل ستى نام شك جحف كبر حق طعم خرى    ربم فضل طعم يبا بحر لكن ارا ستى اكل عند عدي سحق بلغ    جرب عند كالفور اكي طبق اخر أكد جزم فضل طبق اقل    طلب حلى، حضر اسم يجي كرت كرم تحت ريز جدا عدي    صور نيو جدا حرف درج انك تشف طبق وقع يجك حبط    وجد مبر عقل ندل لبس نص خذ، ليش يش   قرح نهم يلغ بار الي رحلو سطح اهم شي الي ريح يعب طسة يمر طعم قدم عيل حرم  تحا جميعا،      ,Zaitouni-زيتوني,104,98,14,0.142857142857143,Positive,شرقي
1147,    اكل ماكي يقاوم أنا رواد المطعم زمان  الشي الميز ماكي مقارنة بالمطاعم الأخرى نوعية ألمكونات عندهم دائما متاز الأفضل  وكمان دايما بيفاجئوني بأطباق جديدة مبتكرة  الحقيقه آكل عائلتي المطعم ولا مرة حسيت بالمل  انا عشاق الأكل الصحي ماكي صراحه رائد بالأكل الصحي الطيب  عنهم أطباق كثيرة غنية بكامل المكونات الصحية طبق تارا تو اوليفر سلاد كنوه سلاد عامر ماكي، نانو ماكي، كنوه بورتبلو مشروم  الخ الأطباق المذكوره خفيفه وفيها كامل العناصر الصحية معادن وفيتامينات بروتينات  وأهم شيئ أنها طيبة بتقاوم  يعني شعور بأي ذنب الأكل      ,    كل اكي قوم أ رود طعم زمن  الش ميز اكي قرن طعم خرى نوع مكو عند دائ تاز فضل  وكم داي جئو أطباق جدد بكر  حقق اكل عئل طعم ولا مرة حست لمل  انا عشق اكل صحي اكي صرح رئد اكل صحي طيب  عنهم طبق كثر غنة كمل كون صحة طبق ترا تو يفر سلد كنه سلد عمر اك، ننو اك، كنه رتبلو شرم  الخ طبق ذكر خفف وفي كمل عنصر صحة عدن وفيتامين برت  أهم شيئ انه طيب قوم  يعن شعر بأي ذنب كل      ,Zaitouni-زيتوني,104,85,2,0.0235294117647059,Positive,شرقي
1148,    مطعم اسماك حلال مطعم اسماك متاز قائمة الطعام بالصور لسهولة الاختيار له فروع ودائما مزدحم يوصل لمنازلسعره مناسب لديهم بقلاوة لذيذة العاملين لطيفين      ,    مطعم سمك حلل مطعم سمك تاز قئم طعم صور سهل خير له فرع ودئ زدحم يوصل لمنازلسعره نسب لد قلو لذذ عمل لطيفين      ,Zaitouni-زيتوني,104,23,3,0.130434782608696,Positive,شرقي
1149,    مطعم هندي وتركي مطعم حلال وسط مدينة كيبتاون قريب لونق ستريت  اعجبني برياني الخضارلديهم ماتريد خبز وعدس ورز ومشويات وسمبوسة فلافل وحمص تعجبني  المكان مزدحم يوجد جلسات بالاعلی الحلويات الهندية تعجبني اسعارهم رخيصة والكمية مناسبةلديهم ايسكريم رائع ولذيذ تفوتونه      ,    مطعم هند وتر مطعم حلل وسط دين كيب قرب ونق ستر  عجب برا خضارلدي ماتريد خبز عدس ورز مشو بوس فلافل حمص عجب  كان زدحم وجد جلس علی الحلو هند عجب اسعار رخص كمة مناسبةلدي كرم رئع لذذ تفوتونه      ,Zaitouni-زيتوني,104,39,13,0.333333333333333,Positive,شرقي
1150,    تصرف غريب  بعد التجول بوكاب اردنا الاكل المطعم دخلت وسلمت ترحب العاملة تبادرني بمالديهم بالرغم وجود زبائن بالمطعم طلبت شاهي وقائمة الطعام فرفضت قد مناسب اعلم اشترينا ماء وخرجنا لم تطلب منا حتی الجلوس        ,    تصرف غرب  بعد تجل وكب ارد اكل طعم دخل سلم رحب عمل بدر الد رغم وجد زبن طعم طلب شهي وقم طعم رفض قد نسب علم اشتر ماء خرج لم طلب منا حتی جلس        ,Zaitouni-زيتوني,104,34,-1,-0.0294117647058824,Negative,شرقي
